celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,followers,followers_log,week1_total,week2_total,week3_total,week4_total,week5_total,week6_total,week7_total,week8_total,week9_total,week10_total,week11_total,elimination_week,fan_vote_pct_uniform,fan_vote_scaled_uniform,fan_vote_pct_judge_proportional,fan_vote_scaled_judge_proportional,fan_vote_pct_instagram,fan_vote_scaled_instagram,IG_followers_normalized
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4500000.0,15.319588176962746,21.0,21.0,31.0,32.0,36.0,33.0,33.0,0.0,0.0,0.0,0.0,7.0,0.14285713795610686,1428571.3795610685,0.1304347678204315,1304347.678204315,0.14404111098929562,1440411.1098929562,0.1582325652302619
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,6.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164000.0,12.00762780434872,25.0,31.0,29.0,29.0,28.0,28.0,29.5,0.0,0.0,0.0,0.0,7.0,0.12159842552708156,1215984.2552708155,0.1078172042535962,1078172.042535962,0.10273917657421405,1027391.7657421405,0.1064482821779769
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,13.910821646859095,30.0,30.0,32.0,24.0,24.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,0.10134317730378954,1013431.7730378954,0.09034579234356398,903457.9234356398,0.09209349790347453,920934.9790347453,0.10978187734693147
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.0,8.5,9.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466000.0,13.051943059028227,32.0,35.0,31.0,39.0,34.0,32.0,35.0,32.0,35.0,0.0,0.0,9.0,0.15097974964348806,1509797.4964348807,0.1326775666571121,1326775.6665711212,0.1406533850832906,1406533.8508329059,0.1468876671929829
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,10000000.0,16.118095750958314,29.0,34.0,40.0,36.0,33.0,33.0,33.5,43.0,38.5,39.0,38.99980000000001,,0.25000002175444,2500000.2175444,0.2494662570811727,2494662.570811727,0.2639157651741483,2639157.651741483,0.26391574182068434
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,1400000.0,14.151983508870947,36.0,32.0,32.0,40.0,34.0,39.0,34.0,41.0,38.5,37.5,40.0,,0.2500000065941281,2500000.0659412807,0.2558641018672373,2558641.018672373,0.23538542976471827,2353854.297647183,0.23172285880952803
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558000.0,13.232116033476537,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162000.0,11.995357787034976,31.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.09090907130336721,909090.7130336722,0.07365434547455267,736543.4547455267,0.07874119532370272,787411.9532370272,0.07874120202721771
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,0.0,0.0,0.0,0.0,2500000.0,14.731801689838349,27.0,28.0,34.0,28.0,23.0,28.0,30.0,29.0,28.5,31.0,0.0,10.0,0.19999999828621196,1999999.9828621196,0.16986300947226607,1698630.0947226607,0.19433892873722491,1943389.2873722492,0.19433892985190643
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831000.0,13.630386277206295,20.0,28.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.08995827957743655,899582.7957743654,0.07120833101961029,712083.3101961028,0.08372610641000211,837261.0641000211,0.09712149284454745
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153000.0,11.938199736300925,25.0,24.0,28.0,25.0,20.0,30.0,28.0,25.0,0.0,0.0,0.0,8.0,0.1428571395541768,1428571.395541768,0.1008064378798178,1008064.378798178,0.1184405829919177,1184405.829919177,0.1184405965742984
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26000.0,10.165890277802454,29.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07730846270339217,773084.6270339218,0.0657983065613631,657983.0656136309,0.061985473697947276,619854.7369794728,0.06255743332594162
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,4500000.0,15.319588176962746,32.0,33.0,40.0,33.0,32.0,36.0,37.5,40.0,37.0,38.0,38.0,11.0,0.2499999589284697,2499999.589284697,0.24307077813681272,2430707.781368127,0.24717843328224195,2471784.3328224197,0.25084107580575227
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,5300000.0,15.483217567201578,34.0,31.0,32.0,37.0,36.0,35.0,31.0,38.0,36.5,37.0,39.333200000000005,,0.2500000127229621,2500000.1272296207,0.25159886291477596,2515988.6291477596,0.2535203717788898,2535203.717788898,0.25352032356403537
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,258000.0,12.460718739865236,25.0,28.0,25.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.10354395285838512,1035439.5285838512,0.0843055706138479,843055.7061384789,0.10104698040736725,1010469.8040736725,0.10299043310097784
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,855000.0,13.658857917508856,25.0,32.0,32.0,39.0,34.0,36.5,39.0,0.0,0.0,0.0,0.0,7.0,0.12119309719397915,1211930.9719397915,0.11088187599866647,1108818.7599866646,0.12253459987493526,1225345.9987493525,0.14421334142047046
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,839000.0,13.639967177343745,31.0,32.0,34.0,34.0,38.0,38.0,37.0,39.0,40.0,40.0,0.0,,0.2500000297229038,2500000.297229038,0.2547770821007527,2547770.8210075274,0.2538120164398892,2538120.1643988923,0.2538120126892775
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,1300000.0,14.077875591662238,32.0,32.0,33.0,35.0,39.0,35.5,37.0,40.0,39.0,40.0,0.0,,0.2503345480403914,2503345.480403914,0.24874223947352728,2487422.394735273,0.26196059965563373,2619605.9965563375,0.26196059652138254
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,1100000.0,13.910821646859095,30.0,34.0,34.0,36.0,38.0,36.5,41.0,38.0,40.0,0.0,0.0,9.0,0.2429632780205121,2429632.780205121,0.24137090952888748,2413709.095288875,0.23524426469154675,2352442.6469154675,0.25885206279788525
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,113000.0,11.635151947212842,26.0,28.0,24.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.09420512017961713,942051.2017961713,0.08138455713517348,813845.5713517348,0.0872645997558685,872645.997558685,0.08773020535480443
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1400000.0,14.151983508870947,28.0,28.0,29.0,34.0,24.0,33.5,31.0,31.0,0.0,0.0,0.0,8.0,0.1666657992134964,1666657.9921349639,0.14657209269708604,1465720.9269708605,0.1626956758861141,1626956.758861141,0.17459944314433137
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2300000.0,14.648420115681892,22.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.09040854902674932,904085.4902674932,0.06978686262258801,697868.6262258801,0.0919280501155973,919280.5011559731,0.09946462533415729
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,182000.0,12.111767460549332,26.0,27.0,30.0,32.0,28.0,34.0,38.0,31.5,38.0,36.0,0.0,,0.25670214421619264,2567021.4421619265,0.2551097688968324,2551097.688968324,0.24898311921293023,2489831.1921293023,0.22537532799145485
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,540000.0,13.199326270390594,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06825739783779855,682573.9783779855,0.05985201837311287,598520.1837311287,0.06506536302020134,650653.6302020134,0.08225314859753276
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1000000.0,13.815511557963774,25.0,28.0,22.0,30.0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,6.0,0.12361633881942806,1236163.3881942807,0.11787438398478861,1178743.839847886,0.11894916728746023,1189491.6728746023,0.12729861737216774
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,520000.0,13.161586013632684,26.0,21.0,28.0,27.0,27.0,35.0,31.0,32.0,0.0,0.0,0.0,8.0,0.1666668005701507,1666668.005701507,0.15130023863261594,1513002.3863261594,0.16238095525833643,1623809.5525833643,0.16238045977343166
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,456000.0,13.030250281476574,15.0,16.5,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.09999994758126157,999999.4758126157,0.06779660862963688,677966.0862963687,0.09156429534900994,915642.9534900994,0.09156432208375025
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1800000.0,14.403297778421795,22.0,23.0,36.0,21.0,40.0,30.0,27.5,26.9998,30.0,0.0,0.0,9.0,0.14573653786514998,1457365.3786514997,0.14117718775592136,1411771.8775592137,0.13572393875347605,1357239.3875347604,0.16600935309065368
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,2500000.0,14.731801689838349,23.0,22.5,31.0,25.0,39.0,38.0,28.0,28.9998,27.0,31.5,30.0,11.0,0.24102499061065877,2410249.9061065875,0.23678748187392296,2367874.8187392293,0.2231577717364906,2231577.717364906,0.25966045449051256
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,46000.0,10.736418414365376,15.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06947882112289942,694788.2112289942,0.054169861513253426,541698.6151325343,0.059013032537237727,590130.3253723773,0.05901304410631975
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,110000.0,11.608244735642321,22.0,22.5,33.0,24.0,29.0,30.0,26.5,25.0,25.5,28.5,27.999899999999997,,0.25897500563339265,2589750.0563339265,0.2547374984259055,2547374.984259055,0.24110778961094953,2411077.8961094953,0.20460512348419074
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1100000.0,13.910821646859095,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0834178241984903,834178.241984903,0.06810886453954103,681088.6453954102,0.07646125190101309,764612.5190101309,0.07646124617338391
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,800000.0,13.592368256649284,21.0,22.0,29.0,23.0,36.0,40.0,28.0,23.9998,0.0,0.0,0.0,8.0,0.14285713750714454,1428571.3750714455,0.12371067710396601,1237106.77103966,0.12763595064409824,1276359.5064409825,0.13544375950011614
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8.0,7.0,8.0,,8.0,8.0,8.5,,8.0,9.0,8.0,8.0,9.0,9.0,9.0,,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,6100000.0,15.623799493077952,23.0,24.5,33.0,27.0,29.0,40.0,27.0,28.0,24.5,0.0,0.0,,0.18017118932814702,1801711.8932814703,0.17561184110722314,1756118.4110722314,0.1800766056025956,1800766.056025956,0.18007659680199653
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8.0,8.0,8.0,,7.5,7.5,7.5,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,,11.0,11.0,11.0,,9.0,9.0,9.5,,9.0,9.0,9.0,,10.0,10.0,10.0,,2600000.0,14.77102238760702,24.0,22.5,36.0,27.0,35.0,39.0,27.0,33.0,27.5,27.0,30.0,,0.2500000018779743,2500000.0187797425,0.2542375098500857,2542375.098500857,0.26035176342180705,2603517.6342180707,0.2603517524337284
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,6700000.0,15.717618233614914,21.0,22.5,30.0,27.0,30.0,32.0,28.0,0.0,0.0,0.0,0.0,7.0,0.120290469298791,1202904.69298791,0.11802826564257328,1180282.656425733,0.11381719752326887,1138171.9752326887,0.13541271559227663
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,6100000.0,15.623799493077952,24.0,24.0,32.0,28.0,37.0,40.0,29.0,28.0,30.0,31.5,30.0,,0.2500000018779743,2500000.0187797425,0.2542375098500857,2542375.098500857,0.27538267523075205,2753826.7523075207,0.27538266959156826
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4.0,4.0,4.0,,6.5,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3200000.0,14.978661680269907,12.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.07692307923795305,769230.7923795305,0.06839188321444475,683918.8321444475,0.08233066099002047,823306.6099002047,0.08233066077312137
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,543000.0,13.204866440535003,15.0,18.5,20.0,18.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.11111110311625197,1111111.0311625197,0.0766772901342294,766772.9013422941,0.10214404051335736,1021440.4051335736,0.10214411673250139
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5.0,5.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,570000.0,13.25339339419516,16.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.09090907659187276,909090.7659187276,0.07594933248513133,759493.3248513134,0.08228670015736708,822867.0015736708,0.08616864768957913
